idx,x_in,y_err,y_hat,residual_abs,gt_mask,rnn_mask,pred_owner,missed_fn,detected_tp,correct_tn,fp
45,1.314600828,1.146560433,1.146922231,0.000361797,0,0,0,,,,
46,0.355800224,0.596489919,0.46422868967056274,0.1322612296294372,0,0,0,,,,
47,0.541400341,0.735799117,0.605562687,0.13023643,0,0,0,,,,
48,0.68300043,0.8264384,0.7106389999389648,0.1157994004610352,0,0,0,,,,
49,0.912200574,0.955091919,0.8757311105728149,0.079360809,0,0,0,,,,
50,1.684601061,1.297921823,1.3695200681686401,0.071598245,0,0,0,,,,
51,0.96820061,0.983971854,0.9150256514549255,0.068946202,0,0,0,,,,
52,1.52440096,1.234666335,1.2765504121780396,0.041884077278039555,0,0,0,,,,
53,0.636800401,0.797997745,0.6766047477722168,0.12139299702778317,0,0,0,,,,
54,1.264200796,0.999950312,1.114498496055603,0.11454818425560298,1,0,0,,,,
55,1.23840078,1.11283457,1.097716212272644,0.015118357227355883,0,0,0,,,,
56,0.28540018,0.534228583,0.4093756675720215,0.12485291572797852,0,0,0,,,,
57,1.729001089,1.314914859,1.3943541049957275,0.079439246,0,0,0,,,,
58,0.091200057,0.301993472,0.2533891201019287,0.048604351898071274,0,0,0,,,,
59,0.173200109,0.416173172,0.32019734382629395,0.095975828,0,0,0,,,,
60,1.93700122,1.391761912,1.5053752660751343,0.11361335447513432,0,0,0,,,,
61,1.380000869,1.174734382,1.1882685422897339,0.013534160289733865,0,0,0,,,,
62,1.066200671,1.032569935,0.9826726317405701,0.049897303,0,0,0,,,,
63,1.832801154,1.353809866,1.4508451223373413,0.097035256,0,0,0,,,,
64,1.220400768,1.104717506,1.0859349966049194,0.018782509495080646,0,0,0,,,,
65,0.234600148,0.484355394,0.36928844451904297,0.11506694928095701,0,0,0,,,,
66,0.359800227,0.599833499,0.4673226475715637,0.1325108511284363,0,0,0,,,,
67,1.469000925,1.212023484,1.2431776523590088,0.031154168759008893,0,0,0,,,,
68,1.295200815,1.138068897,1.1344987154006958,0.003570182,0,0,0,,,,
69,1.135200715,1.065457983,1.0293834209442139,0.036074562,0,0,0,,,,
70,0.27020017,0.51980782,0.39742809534072876,0.12237972485927129,0,0,0,,,,
71,0.446400281,0.668131934,0.5337673425674438,0.13436459093255615,0,0,0,,,,
72,1.228000773,1.108151963,1.0909162759780884,0.017235687021911694,0,0,0,,,,
73,0.616600388,0.785239064,0.6616482138633728,0.12359085023662719,0,0,0,,,,
74,1.325800835,1.151434251,1.1540616750717163,0.002627424,0,0,0,,,,
75,1.928601214,1.388740873,1.5010589361190796,0.11231806271907963,0,0,0,,,,
76,1.646801037,1.283277459,1.3480584621429443,0.064781003,0,0,0,,,,
77,0.023800015,0.154272534,0.1972445249557495,0.042971991,0,0,0,,,,
78,1.541600971,1.241612246,1.2867845296859741,0.045172283,0,0,0,,,,
79,0.419400264,0.647611198,0.513158917,0.134452281,0,0,0,,,,
80,1.033800651,1.016759879,0.9604716300964355,0.056288248,0,0,0,,,,
81,0.326000205,0.570964276,0.44110333919525146,0.12986093710474855,0,0,0,,,,
82,1.120200705,1.058395344,1.019296407699585,0.039098937,0,0,0,,,,
83,0.896200564,0.946678701,0.8644236326217651,0.082255069,0,0,0,,,,
84,1.067800672,1.033344411,0.9837645292282104,0.049579882,0,0,0,,,,
85,0.38060024,0.616928067,0.48337510228157043,0.13355296431842956,0,0,0,,,,
86,0.027400017,0.165529505,0.20027421414852142,0.034744709,0,0,0,,,,
87,0.687600433,0.829216758,0.7140144109725952,0.11520234732740475,0,0,0,,,,
88,1.131000712,1.063485172,1.0265629291534424,0.036922243,0,0,0,,,,
89,1.292400814,0.999950312,1.1326996088027954,0.13274929700279536,1,0,0,,,,
90,1.47640093,1.215072397,1.2476712465286255,0.03259885,0,0,0,,,,
91,1.562600984,1.250040392,1.2991975545883179,0.049157162,0,0,0,,,,
92,1.439000906,1.199583639,1.2248460054397583,0.025262366939758252,0,0,0,,,,
93,0.074800047,0.273495973,0.23983681201934814,0.033659161,0,0,0,,,,
94,1.66720105,1.291201398,1.3596771955490112,0.068475798,0,0,0,,,,
95,0.198000125,0.444972049,0.340114951,0.10485709786627195,0,0,0,,,,
96,1.695001067,1.301922066,1.3753732442855835,0.073451178,0,0,0,,,,
97,0.738200465,0.859185931,0.7509832382202148,0.10820269307978514,0,0,0,,,,
98,0.337400212,0.580861612,0.44996559619903564,0.1308960156009643,0,0,0,,,,
99,1.425600898,1.1939853,1.216599464416504,0.022614164,0,0,0,,,,
100,1.671201052,1.292749416,1.3619455099105835,0.069196094,0,0,0,,,,
101,0.506200319,0.71147756,0.5790866613388062,0.1323908986611938,0,0,0,,,,
102,0.425800268,0.652533729,0.51805234,0.13448138954616695,0,0,0,,,,
103,1.30180082,1.140964863,1.1387333869934082,0.002231476,0,0,0,,,,
104,0.4770003,0.690652083,0.5570120811462402,0.1336400019537598,0,0,0,,,,
105,0.719800453,0.848410545,0.7375743389129639,0.11083620598703614,0,0,0,,,,
106,0.848600534,0.921195166,0.8305809497833252,0.090614216,0,0,0,,,,
107,0.615600388,0.784602057,0.6609066128730774,0.12369544382692266,0,0,0,,,,
108,0.059200037,0.243310578,0.22688210010528564,0.016428477594714358,0,0,0,,,,
109,0.865200545,0.930161569,0.8424171805381775,0.087744388,0,0,0,,,,
110,1.431000901,1.196244499,1.2199269533157349,0.023682454615734816,0,0,0,,,,
111,0.891600561,0.944246028,0.8611664175987244,0.08307961,0,0,0,,,,
112,1.917801207,1.384846997,1.495489478111267,0.11064248071126714,0,0,0,,,,
113,1.576600993,1.255627728,1.3074225187301636,0.051794791,0,0,0,,,,
114,1.253200789,1.11946451,1.1073583364486694,0.012106173251330565,0,0,0,,,,
115,1.703601073,1.305220699,1.380196452140808,0.074975754,0,0,0,,,,
116,0.803000506,0.896102955,0.797885537,0.098217417,0,0,0,,,,
117,1.885401187,1.373099118,1.478641390800476,0.10554227330047605,0,0,0,,,,
118,0.629000396,0.999950312,0.670835018,0.32911529364204106,1,1,0,,,,
119,0.259200163,0.509117043,0.3887571096420288,0.1203599329579712,0,0,0,,,,
120,1.100000693,1.048809178,1.0056527853012085,0.043156392898791474,0,0,0,,,,
121,1.505600948,1.227029318,1.2652952671051025,0.038265949105102504,0,0,0,,,,
122,1.083400682,1.040865352,0.9943900108337402,0.046475341566259765,0,0,0,,,,
123,1.626201024,1.275225871,1.336238980293274,0.061013109093273954,0,0,0,,,,
124,1.192000751,0.999950312,1.0672272443771362,0.067276933,1,0,0,,,,
125,1.195600753,1.093435299,1.0696066617965698,0.023828636903430178,0,0,0,,,,
126,1.061600668,1.030340074,0.9795308113098145,0.050809262790185494,0,0,0,,,,
127,1.705001073,1.305756897,1.380980372428894,0.075223476,0,0,0,,,,
128,1.506200948,1.227273787,1.2656556367874146,0.03838185,0,0,0,,,,
129,1.053000663,1.026158205,0.9736478924751282,0.052510313,0,0,0,,,,
130,0.598000377,0.773304841,0.6478357315063477,0.12546910899365238,0,0,0,,,,
131,1.770201115,1.330489051,1.4170382022857666,0.086549152,0,0,0,,,,
132,1.14340072,1.069299172,1.034881353378296,0.034417819,0,0,0,,,,
133,1.593001003,1.262141435,1.3170064687728882,0.054865033872888214,0,0,0,,,,
134,0.307600194,0.55461716,0.4267568588256836,0.12786030067431642,0,0,0,,,,
135,0.384400242,0.620000195,0.4863012135028839,0.1336989812971161,0,0,0,,,,
136,1.626401024,1.275304287,1.336354136,0.061049849766980024,0,0,0,,,,
137,0.385400243,0.620806123,0.487070769,0.13373535402842107,0,0,0,,,,
138,1.115400702,1.056125325,1.016060709953308,0.040064615,0,0,0,,,,
139,1.714201079,1.30927502,1.3861210346221924,0.076846014,0,0,0,,,,
140,0.804400506,0.896883775,0.7988932132720947,0.097990562,0,0,0,,,,
141,0.092200058,0.303644625,0.2542133033275604,0.049431321,0,0,0,,,,
142,0.473400298,0.688040913,0.5542834401130676,0.13375747248693237,0,0,0,,,,
143,0.819000516,0.904986472,0.8093875050544739,0.095598967,0,0,0,,,,
144,0.552400348,0.743236401,0.6138070225715637,0.12942937812843625,0,0,0,,,,
145,0.578200364,0.760394874,0.6330891251564026,0.12730574844359743,0,0,0,,,,
146,0.888400559,0.94255003,0.8588987588882446,0.083651271,0,0,0,,,,
147,1.289200812,1.135429791,1.1306416988372803,0.004788092,0,0,0,,,,
148,0.66660042,0.816456012,0.6985853314399719,0.11787068056002803,0,0,0,,,,
149,1.879801184,1.371058417,1.4757086038589478,0.10465018685894778,0,0,0,,,,
150,0.716000451,0.846168098,0.7348001599311829,0.11136793806881717,0,0,0,,,,
151,1.137400716,1.066489904,1.0308595895767212,0.035630314623278814,0,0,0,,,,
152,1.527000961,1.235718804,1.2781013250350952,0.042382522,0,0,0,,,,
153,0.107600068,0.999950312,0.26687490940093994,0.7330754023990601,1,1,0,,,,
154,1.369800862,1.17038492,1.1818748712539673,0.011489951053967218,0,0,0,,,,
155,1.186200747,1.089128434,1.0633888244628906,0.025739609737109426,0,0,0,,,,
156,0.607600383,0.779487256,0.6549695730209351,0.12451768297906496,0,0,0,,,,
157,1.312400826,1.14560064,1.1455169916152954,8.364808470462393e-05,0,0,0,,,,
158,0.530600334,0.728423183,0.5974546670913696,0.13096851620863037,0,0,0,,,,
159,1.026000646,1.0129169,0.9551024436950684,0.057814456,0,0,0,,,,
160,0.398400251,0.631189552,0.4970639944076538,0.13412555769234624,0,0,0,,,,
161,0.060600038,0.24617075,0.22804716229438782,0.018123587605612196,0,0,0,,,,
162,0.33320021,0.577234969,0.44670286774635315,0.1305321012536469,0,0,0,,,,
163,0.466400294,0.682935058,0.5489730834960938,0.1339619742039062,0,0,0,,,,
164,0.735000463,0.85732168,0.7486541271209717,0.10866755247902837,0,0,0,,,,
165,0.674600425,0.821340626,0.7044689059257507,0.1168717201742493,0,0,0,,,,
166,0.351600221,0.592958869,0.46097734570503235,0.13198152369496763,0,0,0,,,,
167,1.63520103,1.278749791,1.3414134979248047,0.062663707,0,0,0,,,,
168,0.172400109,0.41521092,0.3195527195930481,0.095658201,0,0,0,,,,
169,0.662200417,0.813756976,0.6953461766242981,0.1184107996757019,0,0,0,,,,
170,0.122000077,0.349285094,0.2786632180213928,0.070621876,0,0,0,,,,
171,1.736001093,1.317573942,1.3982328176498413,0.080658876,0,0,0,,,,
172,1.517000955,1.231665927,1.2721288204193115,0.040462894,0,0,0,,,,
173,1.002600631,1.001299471,0.9389381408691406,0.062361330230859435,0,0,0,,,,
174,0.243400153,0.49335601,0.376265287,0.117090723,0,0,0,,,,
175,0.979000616,0.9894446,0.9225519299507141,0.06689267,0,0,0,,,,
176,1.335400841,0.999950312,1.1601622104644775,0.1602118986644775,1,0,0,,,,
177,1.971001241,1.403923517,1.5227041244506836,0.11878060785068367,0,0,0,,,,
178,0.022600014,0.150333011,0.19623377919197083,0.045900768,0,0,0,,,,
179,1.812201141,1.346180203,1.439807415008545,0.093627212,0,0,0,,,,
180,0.639200402,0.799500095,0.678378701,0.12112139398997801,0,0,0,,,,
181,1.77900112,1.333792008,1.421838641166687,0.088046634,0,0,0,,,,
182,1.796201131,1.340224284,1.4311755895614624,0.090951306,0,0,0,,,,
183,0.094000059,0.306594291,0.255696177,0.050898113,0,0,0,,,,
184,0.782800493,0.884760133,0.7833190560340881,0.10144107646591183,0,0,0,,,,
185,0.770800485,0.877952439,0.7746422290802002,0.10331020971979976,0,0,0,,,,
186,1.638401032,1.280000403,1.3432493209838867,0.063248918,0,0,0,,,,
187,0.354800223,0.595651092,0.4634547233581543,0.13219636814184565,0,0,0,,,,
188,1.415600891,1.189790272,1.2104219198226929,0.020631648122692914,0,0,0,,,,
189,1.04860066,1.024012041,0.9706335067749023,0.053378534025097624,0,0,0,,,,
190,1.139600718,1.067520828,1.0323349237442017,0.035185904,0,0,0,,,,
191,1.84240116,1.357350787,1.455959439277649,0.098608652,0,0,0,,,,
192,0.136800086,0.369864957,0.2907288670539856,0.079136089,0,0,0,,,,
193,1.439800907,1.199917041,1.225337266921997,0.025420225721997092,0,0,0,,,,
194,1.723801085,1.312936055,1.391466498374939,0.078530443,0,0,0,,,,
195,0.788400496,0.887919195,0.7873623371124268,0.10055685738757325,0,0,0,,,,
196,1.951001228,1.396782456,1.5125380754470825,0.11575561994708261,0,0,0,,,,
197,1.44460091,1.201915517,1.2282816171646118,0.026366101,0,0,0,,,,
198,0.148200093,0.384967652,0.2999890446662903,0.084978607,0,0,0,,,,
199,1.989401253,0.999950312,1.531988263130188,0.5320379513301879,1,1,0,,,,
200,1.383600871,1.176265646,1.1905200481414795,0.014254401941479422,0,0,0,,,,
201,1.110000699,1.053565707,1.0124155282974243,0.041150178,0,0,0,,,,
202,1.782401122,1.335065961,1.4236890077590942,0.088623046,0,0,0,,,,
203,1.593201003,1.262220663,1.3171230554580688,0.054902392,0,0,0,,,,
204,0.119000075,0.999950312,0.27621132135391235,0.7237389904460877,1,1,0,,,,
205,0.557400351,0.746592493,0.6175497770309448,0.12904271576905513,0,0,0,,,,
206,1.156600728,1.075453731,1.0437073707580566,0.031746360441943455,0,0,0,,,,
207,1.017600641,1.008761935,0.9493095278739929,0.059452407,0,0,0,,,,
208,1.104600695,1.050999855,1.008765697479248,0.042234157220751856,0,0,0,,,,
209,1.552400977,1.245953842,1.2931796312332153,0.047225789,0,0,0,,,,
210,0.822800518,0.907083523,0.8121144771575928,0.094969046,0,0,0,,,,
211,1.762201109,1.327479231,1.4126604795455933,0.085181248,0,0,0,,,,
212,1.617201018,1.271692187,1.3310476541519165,0.059355468,0,0,0,,,,
213,1.546400974,1.243543716,1.2896298170089722,0.046086101,0,0,0,,,,
214,1.107200697,1.052236046,1.010523796081543,0.04171225,0,0,0,,,,
215,1.324800834,0.999950312,1.1534253358840942,0.1534750240840942,1,0,0,,,,
216,1.852801167,1.36117639,1.4614793062210083,0.10030291602100827,0,0,0,,,,
217,0.179400113,0.423556505,0.3251884877681732,0.098368017,0,0,0,,,,
218,0.209200132,0.457384009,0.3490697145462036,0.10831429435379641,0,0,0,,,,
219,1.719201082,1.311183085,1.388907551765442,0.077724467,0,0,0,,,,
220,1.004800633,1.002397442,0.9404615163803101,0.061935925819689874,0,0,0,,,,
221,0.052200033,0.228473265,0.22104842960834503,0.007424835,0,0,0,,,,
222,1.112600701,1.054798891,1.0141712427139282,0.040627648,0,0,0,,,,
223,0.611000385,0.781665136,0.6574935913085938,0.1241715442914062,0,0,0,,,,
224,0.380000239,0.616441594,0.4829128384590149,0.1335287555409851,0,0,0,,,,
225,1.17580074,1.08434346,1.0564912557601929,0.027852204639807088,0,0,0,,,,
226,0.204800129,0.452548482,0.3455546796321869,0.10699380236781308,0,0,0,,,,
227,1.468000924,1.21161088,1.2425693273544312,0.030958448,0,0,0,,,,
228,1.164400733,1.079074016,1.0489087104797363,0.030165305820263777,0,0,0,,,,
229,1.723201085,1.31270754,1.3911327123641968,0.078425173,0,0,0,,,,
230,0.744800469,0.863018232,0.7557833194732666,0.10723491242673344,0,0,0,,,,
231,0.239800151,0.489693936,0.3734128177165985,0.11628111828340149,0,0,0,,,,
232,1.548600975,1.244427971,1.290932059288025,0.046504089,0,0,0,,,,
233,1.130200712,1.063108983,1.0260251760482788,0.037083807,0,0,0,,,,
234,0.217800137,0.466690622,0.3559289872646332,0.11076163503536685,0,0,0,,,,
235,0.314000198,0.560357205,0.4317529797554016,0.12860422534459837,0,0,0,,,,
236,1.894401193,1.376372476,1.4833422899246216,0.1069698143246216,0,0,0,,,,
237,1.234400777,1.111035903,1.095103144645691,0.015932757854309143,0,0,0,,,,
238,1.646601037,1.283199531,1.3479441404342651,0.064744609,0,0,0,,,,
239,0.570600359,0.755380936,0.6274170279502869,0.12796390844971317,0,0,0,,,,
240,0.069200044,0.263059011,0.2351936250925064,0.027865386107493617,0,0,0,,,,
241,0.078400049,0.999950312,0.24281752109527588,0.7571327907047242,1,1,0,,,,
242,1.641001033,1.281015625,1.344739556312561,0.063723931,0,0,0,,,,
243,1.179200742,1.085910099,1.058748483657837,0.027161615,0,0,0,,,,
244,0.769400484,0.877154766,0.7736289501190186,0.10352581598098143,0,0,0,,,,
245,0.84180053,0.917496882,0.8257220983505249,0.091774784,0,0,0,,,,
246,1.704801073,1.30568031,1.3808683156967163,0.075188005,0,0,0,,,,
247,1.838601158,1.355950278,1.4539371728897095,0.097986895,0,0,0,,,,
248,1.745401099,1.321136291,1.4034250974655151,0.082288807,0,0,0,,,,
249,0.259000163,0.508920586,0.3885992765426636,0.12032130915733641,0,0,0,,,,
250,1.766001112,1.328909745,1.4147413969039917,0.085831652,0,0,0,,,,
251,1.038800654,1.019215705,0.9639085531234741,0.055307152,0,0,0,,,,
252,1.373800865,1.172092515,1.1843847036361694,0.012292188636169543,0,0,0,,,,
253,1.382800871,1.175925538,1.1900197267532349,0.014094189253234912,0,0,0,,,,
254,1.441200907,0.999950312,1.2261964082717896,0.2262460964717895,1,0,0,,,,
255,0.503200317,0.709366137,0.576823354,0.13254278343260495,0,0,0,,,,
256,1.981401247,1.407622551,1.5279595851898193,0.12033703408981933,0,0,0,,,,
257,1.691401065,1.300538759,1.3733495473861694,0.072810788,0,0,0,,,,
258,0.722600455,0.850059089,0.7396173477172852,0.11044174108271487,0,0,0,,,,
259,1.287800811,1.134813117,1.129740834236145,0.005072283,0,0,0,,,,
260,0.897400565,0.947312285,0.8652728796005249,0.082039405,0,0,0,,,,
261,0.152200096,0.390128307,0.30323144793510437,0.086896859,0,0,0,,,,
262,0.059600038,0.244131189,0.22721514105796814,0.016916048,0,0,0,,,,
263,0.701800442,0.837735305,0.7244188785552979,0.1133164265447022,0,0,0,,,,
264,1.944401224,1.39441788,1.5091661214828491,0.11474824188284916,0,0,0,,,,
265,1.392800877,1.180169851,1.1962627172470093,0.016092866647009263,0,0,0,,,,
266,1.325200834,1.151173677,1.1536799669265747,0.00250629,0,0,0,,,,
267,1.796801131,1.340448108,1.4315003156661987,0.091052208,0,0,0,,,,
268,1.510800951,1.229146432,1.2684155702590942,0.039269139,0,0,0,,,,
269,1.538800969,1.240484167,1.2851227521896362,0.044638585,0,0,0,,,,
270,0.483800305,0.695557549,0.5621618032455444,0.13339574585445557,0,0,0,,,,
271,0.223200141,0.472440621,0.360228956,0.11221166515430298,0,0,0,,,,
272,1.919601209,1.385496737,1.4964191913604736,0.11092245436047365,0,0,0,,,,
273,0.382400241,0.618385188,0.4847613573074341,0.13362383049256588,0,0,0,,,,
274,1.808801139,1.344916777,1.437977672,0.093060894,0,0,0,,,,
275,0.715600451,0.845931706,0.7345080375671387,0.1114236680328613,0,0,0,,,,
276,1.539600969,1.24080658,1.2855974435806274,0.044790863,0,0,0,,,,
277,0.434800274,0.659393868,0.5249249339103699,0.13446893448963015,0,0,0,,,,
278,0.500000315,0.999950312,0.5744081139564514,0.42554219784354863,1,1,0,,,,
279,1.652801041,1.285613099,1.3514846563339233,0.065871558,0,0,0,,,,
280,1.610201014,1.268936962,1.3269985914230347,0.05806163,0,0,0,,,,
281,1.981801248,1.407764628,1.5281614065170288,0.12039677891702882,0,0,0,,,,
282,1.961201235,1.400428947,1.5177326202392578,0.11730367363925787,0,0,0,,,,
283,0.626000394,0.791201867,0.6686139106750488,0.1225879560249512,0,0,0,,,,
284,1.698001069,1.303073701,1.377057433128357,0.073983733,0,0,0,,,,
285,0.502400316,0.708802029,0.5762196779251099,0.1325823506748901,0,0,0,,,,
286,0.617000388,0.785493723,0.6619449257850647,0.12354879691493525,0,0,0,,,,
287,1.760401108,1.326801081,1.411673903465271,0.084872823,0,0,0,,,,
288,0.231800146,0.481456276,0.36706554889678955,0.11439072710321047,0,0,0,,,,
289,1.197200754,1.094166694,1.070663571357727,0.023503122,0,0,0,,,,
290,0.240400151,0.490306181,0.37388843297958374,0.11641774792041626,0,0,0,,,,
291,1.705401074,1.305910056,1.3812042474746704,0.075294192,0,0,0,,,,
292,1.768001113,1.32966203,1.4158357381820679,0.086173709,0,0,0,,,,
293,0.787000496,0.887130484,0.7863519191741943,0.10077856432580568,0,0,0,,,,
294,1.980801247,1.40740941,1.527656913,0.12024750330364986,0,0,0,,,,
295,1.410800888,1.187771395,1.2074495553970337,0.019678160097033714,0,0,0,,,,
296,0.432800273,0.657875575,0.5233985185623169,0.13447705653768316,0,0,0,,,,
297,1.4290009,1.195408256,1.2186954021453857,0.023287145845385826,0,0,0,,,,
298,1.475000929,0.999950312,1.2468222379684448,0.24687192616844478,1,1,0,,,,
299,0.160800101,0.400998879,0.31019067764282227,0.090808202,0,0,0,,,,
300,1.946201225,1.395063161,1.5100864171981812,0.11502325579818118,0,0,0,,,,
301,0.747400471,0.864523262,0.757672906,0.10685035587806402,0,0,0,,,,
302,0.985600621,0.992774204,0.927142859,0.065631345,0,0,0,,,,
303,0.564600356,0.751398932,0.6229343414306641,0.12846459076933592,0,0,0,,,,
304,1.139000717,1.067239765,1.0319327116012573,0.035307053498742746,0,0,0,,,,
305,0.1588001,0.398497302,0.30857378244400024,0.08992352,0,0,0,,,,
306,0.270800171,0.520384637,0.39790043234825134,0.12248420435174867,0,0,0,,,,
307,1.987201251,1.409681258,1.530881643295288,0.12120038499528807,0,0,0,,,,
308,0.082800052,0.287749982,0.24645602703094482,0.041293955,0,0,0,,,,
309,0.755400476,0.869137777,0.763481617,0.10565616002612299,0,0,0,,,,
310,1.310600825,1.144814756,1.1443666219711304,0.000448134,0,0,0,,,,
311,1.468400925,1.211775938,1.2428127527236938,0.031036814723693906,0,0,0,,,,
312,1.544000972,0.999950312,1.2882076501846313,0.2882573383846313,1,1,0,,,,
313,0.7938005,0.890954825,0.7912576794624329,0.099697145,0,0,0,,,,
314,1.358800856,1.165676137,1.1749569177627563,0.009280781,0,0,0,,,,
315,0.868000547,0.931665469,0.8444101810455322,0.087255288,0,0,0,,,,
316,1.886201188,1.373390399,1.4790600538253784,0.10566965532537842,0,0,0,,,,
317,1.421600895,1.19230906,1.2141309976577759,0.021821938,0,0,0,,,,
318,1.591201002,1.261428159,1.3159574270248413,0.054529268,0,0,0,,,,
319,0.733800462,0.856621539,0.747780442,0.10884109696214594,0,0,0,,,,
320,1.910201203,1.382100286,1.4915560483932495,0.10945576199324947,0,0,0,,,,
321,0.974600614,0.987218625,0.9194878339767456,0.067730791,0,0,0,,,,
322,1.025600646,1.012719431,0.9548267126083374,0.057892717891662615,0,0,0,,,,
323,1.348200849,1.161120514,1.1682683229446411,0.007147809,0,0,0,,,,
324,0.861400542,0.928116664,0.8397108316421509,0.088405832,0,0,0,,,,
325,0.73020046,0.854517676,0.7451580762863159,0.10935960011368406,0,0,0,,,,
326,0.486200306,0.697280651,0.5639781951904297,0.1333024553095703,0,0,0,,,,
327,0.12740008,0.356931478,0.28307148814201355,0.07385999,0,0,0,,,,
328,1.026200646,1.01301562,0.9552401304244995,0.057775489,0,0,0,,,,
329,0.643800405,0.802371738,0.6817770004272461,0.12059473707275392,0,0,0,,,,
330,0.061800039,0.248596136,0.22904557,0.019550566103301997,0,0,0,,,,
331,0.050800032,0.225388624,0.2198801040649414,0.00550852,0,0,0,,,,
332,1.575400992,1.255149788,1.306719183921814,0.051569396,0,0,0,,,,
333,0.196000123,0.442719012,0.3385133147239685,0.10420569687603148,0,0,0,,,,
334,1.955001231,1.398213585,1.5145775079727173,0.11636392257271733,0,0,0,,,,
335,1.396800879,1.181863308,1.1987543106079102,0.016891003,0,0,0,,,,
336,1.152800726,1.07368558,1.041169524,0.032516056,0,0,0,,,,
337,0.507000319,0.999950312,0.5796898603439331,0.42026045145606694,1,1,0,,,,
338,0.3182002,0.564092368,0.4350281357765198,0.1290642326234802,0,0,0,,,,
339,0.863400544,0.929193491,0.8411355018615723,0.088057989,0,0,0,,,,
340,0.527400332,0.726223335,0.5950498580932617,0.13117347660673828,0,0,0,,,,
341,1.570400989,1.25315641,1.303784966468811,0.050628556,0,0,0,,,,
342,1.792601129,1.33888055,1.4292261600494385,0.09034561,0,0,0,,,,
